,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
387,karratha,0,AU,1533522149,18,65.64,-20.74,116.85,17.13
388,iqaluit,90,CA,1533520800,93,41.0,63.75,-68.52,9.17
389,muskegon,1,US,1533521820,73,84.2,43.23,-86.25,8.05
390,floro,92,NO,1533522000,76,55.4,61.6,5.03,9.17
391,verkhnetulomskiy,75,RU,1533519000,93,51.8,68.61,31.8,4.47
392,teya,40,MX,1533520020,74,84.2,21.05,-89.07,11.41
393,turbiv,24,UA,1533522740,95,63.39,49.34,28.73,3.38
394,ojinaga,0,US,1533522740,24,84.72,29.56,-104.41,8.75
395,bayir,0,TR,1533520200,83,71.6,37.27,28.22,3.36
396,mamallapuram,75,IN,1533520800,58,86.0,12.63,80.17,11.41
397,bexhill,0,GB,1533522000,100,64.4,50.84,0.47,10.29
398,hami,0,CN,1533522285,64,80.94,42.84,93.51,8.63
399,salinopolis,68,BR,1533522742,98,80.04,-0.61,-47.36,12.44
400,tarata,0,PE,1533522743,73,27.39,-17.47,-70.03,1.92
401,chililabombwe,0,ZM,1533522743,70,46.83,-12.37,27.84,4.05
402,livenka,44,RU,1533522744,75,69.51,50.74,40.23,4.83
403,pudozh,32,RU,1533522744,86,61.86,61.81,36.54,7.18
404,komsomolskiy,92,RU,1533522298,73,49.26,67.55,63.78,11.77
405,santa maria,0,BR,1533520800,100,44.6,-29.69,-53.81,3.36
406,orlik,76,RU,1533522747,87,52.77,52.51,99.83,2.26
407,becerril,48,CO,1533522611,76,75.09,9.7,-73.28,0.69
408,malim,44,NP,1533522747,89,75.54,26.88,88.04,1.48
409,vanimo,76,PG,1533521941,100,81.75,-2.67,141.3,6.96
410,walvis bay,0,NA,1533522182,100,54.21,-22.95,14.51,10.09
411,kankaanpaa,48,FI,1533522000,62,59.0,61.8,22.42,11.41
412,itoman,20,JP,1533520800,70,87.8,26.12,127.67,13.87
413,berlevag,92,NO,1533522216,100,46.29,70.86,29.09,12.21
414,gejiu,68,CN,1533522749,90,69.15,23.36,103.16,2.71
415,phek,24,IN,1533522749,81,78.96,25.7,94.46,1.36
416,astana,75,KZ,1533520800,82,64.4,51.13,71.43,6.71
417,coquimbo,0,CL,1533517200,93,48.2,-29.95,-71.34,5.82
418,laguna de perlas,56,NI,1533522750,100,80.31,12.34,-83.67,16.69
419,ulaangom,0,MN,1533522319,66,61.14,49.98,92.07,3.15
420,zhireken,80,RU,1533522750,74,67.17,52.82,117.29,5.61
421,areosa,90,PT,1533520800,100,71.6,41.72,-8.86,3.36
422,sinegorskiy,20,RU,1533522751,83,65.01,48.01,40.84,2.71
423,dauphin,90,CA,1533520800,76,60.8,51.15,-100.04,4.7
424,north bend,90,US,1533520560,82,60.8,43.41,-124.22,5.82
425,sunrise manor,1,US,1533521700,6,104.0,36.21,-115.07,12.75
426,salento,20,CO,1533520800,88,71.6,4.64,-75.57,4.7
427,lompoc,1,US,1533520680,63,69.8,34.64,-120.46,11.41
428,barcelona,0,ES,1533519000,61,80.6,41.38,2.18,4.7
429,rampur hat,76,IN,1533522753,98,82.47,24.18,87.79,8.52
430,makakilo city,75,US,1533521400,65,82.4,21.35,-158.09,8.05
431,solnechnyy,8,RU,1533522754,50,82.65,50.72,136.64,3.94
432,marsh harbour,8,BS,1533522754,100,82.92,26.54,-77.06,10.87
433,kodinsk,32,RU,1533522547,76,57.09,58.6,99.18,7.4
434,yamoussoukro,20,CI,1533517200,88,69.8,6.81,-5.27,4.7
435,kipushi,0,CD,1533522755,55,48.99,-11.76,27.24,6.73
436,laguna,90,MX,1533519720,62,89.6,27.52,-110.01,11.41
437,berehove,76,UA,1533520800,88,68.0,48.21,22.65,2.71
438,yushu,92,CN,1533522756,62,77.97,44.84,126.53,4.72
439,joao pinheiro,12,BR,1533522757,78,65.01,-17.74,-46.17,5.5
440,ambilobe,0,MG,1533522757,72,66.63,-13.19,49.05,9.31
441,baruun-urt,0,MN,1533522296,79,73.11,46.68,113.28,4.72
442,lensk,20,RU,1533522317,55,60.24,60.71,114.91,9.75
443,repedea,92,RO,1533522758,88,59.61,47.83,24.4,1.7
444,outlook,0,CA,1533522758,64,66.36,51.48,-107.04,2.93
445,nizwa,0,OM,1533522758,34,79.23,22.93,57.53,0.36
446,eyemouth,92,GB,1533520200,82,60.8,55.87,-2.09,5.82
447,hammerfest,75,NO,1533522000,87,51.8,70.66,23.68,8.05
448,rawson,0,AR,1533522759,80,37.74,-43.3,-65.11,2.59
449,camacha,40,PT,1533520800,88,73.4,33.08,-16.33,20.8
450,comodoro rivadavia,0,AR,1533517200,61,50.0,-45.87,-67.48,5.82
451,maine-soroa,92,NE,1533522760,98,70.5,13.21,12.02,9.75
452,bull savanna,0,JM,1533522761,88,74.46,17.89,-77.59,3.27
453,villa maria,40,CO,1533520800,67,57.2,4.5,-74.09,4.7
454,jining,8,CN,1533522762,78,93.99,35.41,116.58,4.61
455,yerofey pavlovich,8,RU,1533522762,55,67.53,53.97,121.97,4.38
456,biak,56,ID,1533522762,82,80.67,-0.91,122.88,8.19
457,muzaffarabad,64,PK,1533522592,83,76.62,34.37,73.47,1.92
458,boca do acre,88,BR,1533522763,96,71.04,-8.76,-67.39,2.59
459,luwingu,0,ZM,1533522764,56,55.2,-10.26,29.92,6.96
460,kaeo,80,NZ,1533522258,80,57.54,-35.1,173.78,6.73
461,minsk,0,BY,1533520800,93,57.2,53.9,27.56,4.47
462,sherbakul,12,RU,1533522765,63,61.95,54.63,72.39,6.4
463,sur,0,OM,1533522765,78,87.51,22.57,59.53,5.84
464,porto belo,0,BR,1533520800,87,55.4,-27.15,-48.54,3.36
465,harbour breton,92,CA,1533522766,94,60.6,47.48,-55.8,14.9
466,mungwi,0,ZM,1533522766,83,47.82,-10.17,31.37,4.5
467,pahrump,1,US,1533520680,3,104.0,36.21,-115.98,16.11
468,sinnamary,12,GF,1533522218,98,80.67,5.38,-52.96,9.64
469,zatoka,75,PL,1533522600,93,62.6,50.04,20.52,2.24
470,tubuala,20,PA,1533520800,88,77.0,9.52,-79.03,9.75
471,kiruna,24,SE,1533520200,87,48.2,67.86,20.23,3.36
472,te anau,0,NZ,1533522334,89,47.91,-45.41,167.72,3.38
473,puerto leguizamo,44,CO,1533522768,93,74.46,-0.19,-74.78,2.71
474,nanga eboko,92,CM,1533522770,98,69.96,4.68,12.37,7.96
475,zalesovo,0,RU,1533522771,62,61.86,54.0,84.74,4.61
476,hambantota,20,LK,1533522771,90,82.65,6.12,81.12,19.71
477,san jeronimo,0,PE,1533522771,84,30.54,-13.65,-73.37,1.92
478,marechal candido rondon,92,BR,1533522714,87,52.86,-24.56,-54.06,3.15
479,pangnirtung,92,CA,1533522178,93,43.5,66.15,-65.72,14.45
480,lesnoye,20,RU,1533522772,61,73.38,51.57,42.77,8.97
481,vigrestad,75,NO,1533520200,76,57.2,58.57,5.7,2.24
482,sembakung,0,ID,1533522773,80,84.54,3.82,117.25,2.59
483,ambon,0,FR,1533520800,72,68.0,47.55,-2.56,2.24
484,voh,0,NC,1533522774,90,72.21,-20.95,164.69,14.0
485,richards bay,92,ZA,1533522494,96,61.5,-28.77,32.06,2.26
486,gairatganj,92,IN,1533522774,93,76.89,23.42,78.24,9.19
487,evensk,68,RU,1533522775,98,55.83,61.92,159.24,6.62
488,ituporanga,64,BR,1533522775,89,42.15,-27.41,-49.6,4.72
489,umm lajj,8,SA,1533522007,100,77.16,25.02,37.27,3.94
490,hwange,0,ZW,1533522776,59,53.31,-18.35,26.5,4.61
491,gizo,40,IL,1533520200,74,78.8,31.8,34.94,3.36
492,inirida,48,CO,1533522776,91,75.54,3.87,-67.92,2.82
493,tabas,0,IR,1533522777,26,76.17,33.6,56.92,3.6
494,anjozorobe,75,MG,1533520800,100,53.6,-18.4,47.88,3.36
495,abalak,20,NE,1533522024,96,69.78,15.46,6.28,11.77
496,belyy yar,40,RU,1533520800,62,55.4,53.6,91.39,11.18
497,quelimane,0,MZ,1533517200,100,66.2,-17.88,36.89,5.82
498,asyut,0,EG,1533520800,50,77.0,27.18,31.19,4.7
499,moorhead,40,US,1533521760,64,73.4,46.87,-96.75,5.39
500,daru,92,SL,1533522779,99,70.41,7.99,-10.85,3.94
501,bajos de haina,40,DO,1533520800,94,75.2,18.41,-70.03,1.7
502,hinton,20,CA,1533522780,67,64.38,53.4,-117.57,2.15
503,huadian,48,CN,1533522781,78,76.89,42.97,126.75,3.71
504,anadyr,90,RU,1533520800,87,51.8,64.73,177.51,11.18
505,rocha,0,UY,1533522261,84,39.27,-34.48,-54.34,2.71
506,phuket,75,TH,1533519000,70,84.2,7.89,98.4,9.17
507,dubuque,90,US,1533521700,94,69.8,42.5,-90.66,9.17
508,takoradi,32,GH,1533522328,100,75.09,4.89,-1.75,8.63
509,denpasar,75,ID,1533519000,78,78.8,-8.65,115.22,14.99
510,umm kaddadah,48,SD,1533522784,97,66.63,13.6,26.69,3.6
511,zhigansk,0,RU,1533522785,64,61.59,66.77,123.37,5.39
512,jardim,92,BR,1533522785,99,59.61,-21.48,-56.15,5.73
513,rioja,0,PE,1533522786,100,56.64,-6.06,-77.17,1.92
514,aksu,0,KZ,1533520800,63,62.6,52.04,76.93,11.18
515,santa catalina,75,PH,1533520800,79,84.2,9.33,122.86,9.19
516,oksfjord,75,NO,1533522000,87,51.8,70.24,22.35,8.05
517,evora,0,PT,1533520800,51,80.6,38.57,-7.9,4.5
518,babstovo,36,RU,1533522788,58,80.31,48.12,132.48,4.05
519,cartagena del chaira,64,CO,1533522788,97,71.49,1.33,-74.84,1.59
520,lukovetskiy,20,RU,1533520800,100,51.8,64.29,41.92,4.72
521,suruc,0,TR,1533520200,53,73.4,36.98,38.42,4.7
522,panzhihua,20,CN,1533522789,71,73.11,26.59,101.72,2.71
523,soyo,56,AO,1533522790,98,66.81,-6.13,12.37,3.38
524,koumac,0,NC,1533522790,58,74.19,-20.56,164.28,7.18
525,great yarmouth,0,GB,1533522000,87,59.0,52.61,1.73,2.24
526,rach gia,76,VN,1533522791,86,82.92,10.02,105.08,15.68
527,nantong,0,CN,1533522792,65,95.16,31.98,120.89,5.73
528,ust-tsilma,92,RU,1533522793,71,56.91,65.44,52.15,4.94
529,red bluff,1,US,1533520440,29,87.8,40.18,-122.24,8.05
530,padang,88,ID,1533521970,100,76.44,-0.92,100.36,9.64
531,aripuana,64,BR,1533522325,94,73.29,-9.17,-60.63,2.48
532,verkhoyansk,0,RU,1533522602,46,62.31,67.55,133.39,8.63
533,axim,24,GH,1533522795,100,75.99,4.87,-2.24,10.2
534,povenets,64,RU,1533522795,98,58.35,62.85,34.83,4.61
535,shakhty,0,RU,1533522796,80,67.62,47.71,40.21,2.93
536,shanghai,75,CN,1533520800,70,91.4,31.23,121.49,4.47
537,pisco,90,PE,1533520800,82,62.6,-13.71,-76.2,9.17
538,griffith,64,AU,1533522797,73,52.77,-34.29,146.06,20.27
539,leeton,56,AU,1533522797,74,51.96,-34.55,146.4,19.71
540,porto empedocle,0,IT,1533522798,97,70.41,37.29,13.53,5.17
541,aswan,0,EG,1533520800,23,87.8,24.09,32.9,5.82
542,longyan,24,CN,1533522799,76,84.36,25.1,117.03,2.26
543,puerto del rosario,8,ES,1533519000,69,77.0,28.5,-13.86,16.11
544,potamia,0,GR,1533520200,72,68.0,41.03,25.04,9.19
545,la romana,75,DO,1533520800,94,80.6,18.43,-68.97,6.17
546,saint-nazaire,0,FR,1533520800,72,69.8,47.27,-2.21,2.24
547,dolinsk,0,RU,1533520800,60,75.2,47.32,142.8,4.47
548,skelleftea,80,SE,1533522000,87,51.8,64.75,20.95,10.29
549,redmond,40,US,1533520680,39,84.2,47.67,-122.12,6.93
550,xining,56,CN,1533522629,72,65.64,36.62,101.77,3.49
551,srednekolymsk,12,RU,1533522802,65,54.66,67.46,153.71,3.94
552,bathsheba,20,BB,1533517200,88,80.6,13.22,-59.52,12.75
553,qaqortoq,0,GL,1533520200,75,46.4,60.72,-46.03,3.36
554,mae hong son,75,MM,1533517200,88,75.2,19.3,97.96,2.37
555,gigmoto,80,PH,1533522326,98,83.37,13.78,124.39,14.23
